UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,TOTAL ELECTORS,MALAY/MELANAU (%),CHINESE (%),IBAN (%),BIDAYUH (%),ORANG ULU (%),OTHERS (%),ELECTORS - NORMAL VOTERS (%),ELECTORS - ABSENT VOTERS (%),ELECTORS - EARLY VOTERS (%),21-29 (%),30-39 (%),40-49 (%),50-59 (%),60-69 (%),70-79 (%),80-89 (%),ABOVE 90 (%),MALE ELECTORS (%),WOMEN ELECTORS (%),URBAN-RURAL CLASSIFICATION (2021)
P.217_N.69,SARAWAK,P.217,BINTULU,N.69,KEMENA,14252,6.17,3.85,N/A,0.34,,N/A,100,0,0,7.21,19.43,22.28,23.01,15.42,8.68,2.54,1.44,50.29,49.71,RURAL
