UNIQUE CODE,STATE,PARLIAMENTARY CODE,PARLIAMENTARY NAME,STATE CONSTITUENCY CODE,STATE CONSTITUENCY NAME,WINNING PARTY (2021),UNCONTESTED VICTORY,TOTAL ELECTORATE,WINNING MAJORITY,TURNOUT (%),TOTAL BALLOTS ISSUED,TOTAL UNRETURNED BALLOTS,TOTAL REJECTED VOTES,TOTAL VALID VOTES,GPS,GPS CANDIDATE,GPS CANDIDATE GENDER,GPS CANDIDATE AGE,GPS VOTE,GPS CANDIDATE LOST DEPOSIT,PH,PH CANDIDATE,PH CANDIDATE GENDER,PH CANDIDATE AGE,PH VOTE,PH CANDIDATE LOST DEPOSIT,PSB,PSB CANDIDATE,PSB CANDIDATE GENDER,PSB CANDIDATE AGE,PSB CANDIDATE VOTE,PSB CANDIDATE LOST DEPOSIT,PBK,PBK CANDIDATE,PBK CANDIDATE GENDER,PBK CANDIDATE AGE,PBK VOTE,PBK CANDIDATE LOST DEPOSIT,ASPIRASI,ASPIRASI CANDIDATE,ASPIRASI CANDIDATE GENDER,ASPIRASI CANDIDATE AGE,ASPIRASI VOTE,ASPIRASI CANDIDATE LOST DEPOSIT,PBDSB,PBDSB CANDIDATE,PBDSB CANDIDATE GENDER,PBDSB CANDIDATE AGE,PBDSB VOTE,PBDSB CANDIDATE LOST DEPOSIT,SEDAR,SEDAR CANDIDATE,SEDAR CANDIDATE GENDER,SEDAR CANDIDATE AGE,SEDAR VOTE,SEDAR CANDIDATE LOST DEPOSIT,PAS,PAS CANDIDATE,PAS CANDIDATE GENDER,PAS CANDIDATE AGE,PAS VOTE,PAS CANDIDATE LOST DEPOSIT,INDEPENDENT 1,INDEPENDENT 1 CANDIDATE,INDEPENDENT 1 CANDIDATE GENDER,INDEPENDENT 1 CANDIDATE AGE,INDEPENDENT 1 VOTE,INDEPENDENT 1 CANDIDATE LOST DEPOSIT,INDEPENDENT 2,INDEPENDENT 2 CANDIDATE,INDEPENDENT 2 CANDIDATE GENDER,INDEPENDENT 2 CANDIDATE AGE,INDEPENDENT 2 VOTE,INDEPENDENT 2 CANDIDATE LOST DEPOSIT
P.217_N. 69,SARAWAK,P.217,BINTULU,N. 69,KEMENA,GPS-PBB,,14252,3611,71.95,10255,21,143,10091,PBB,DATO SRI DR. STEPHEN RUNDI ANAK UTOM,MALE,61,6339,,DAP,DR. JOHN BRIAN ANTHONY,MALE,66,399,LOST DEPOSIT,PSB,DR. BERNARD TAHIM ANAK BAEL,MALE,58,2728,,PBK,CHELEA VANESSA ANAK WILLIAM,FEMALE,25,294,LOST DEPOSIT,,,,,,,,,,,,,,,,,,,,,,,,,INDEPENDENT - BOAT,JAME STEPHEN,MALE,56,331,LOST DEPOSIT,,,,,,
